"tableID","stub"
"B99234","ALLOCATION OF WEEKS WORKED IN THE PAST 12 MONTHS FOR THE POPULATION 16 YEARS AND OVER"
"B99241","ALLOCATION OF INDUSTRY FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER"
"B99242","ALLOCATION OF OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER"
"B99243","ALLOCATION OF CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER"
"B99244","ALLOCATION OF INDUSTRY FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER"
"B99245","ALLOCATION OF OCCUPATION FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER"
"B99246","ALLOCATION OF CLASS OF WORKER FOR THE FULL-TIME, YEAR-ROUND CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER"
"B99252","ALLOCATION OF TENURE"
"B99253","ALLOCATION OF VACANCY STATUS"
"B99254","ALLOCATION OF ROOMS"
"B99255","ALLOCATION OF UNITS IN STRUCTURE"
"B99256","ALLOCATION OF YEAR STRUCTURE BUILT"
"B99257","ALLOCATION OF YEAR HOUSEHOLDER MOVED INTO UNIT"
"B99258","ALLOCATION OF BEDROOMS"
"B99259","ALLOCATION OF PLUMBING FACILITIES"
"B992510","ALLOCATION OF KITCHEN FACILITIES"
"B992511","ALLOCATION OF HOUSE HEATING FUEL"
"B992512","ALLOCATION OF VEHICLES AVAILABLE"
"B992513","ALLOCATION OF TELEPHONE SERVICE AVAILABLE"
"B992514","ALLOCATION OF MEALS INCLUDED IN RENT"
"B992515","ALLOCATION OF CONTRACT RENT"
"B992516","ALLOCATION OF RENT ASKED"
"B992518","ALLOCATION OF GROSS RENT"
"B992519","ALLOCATION OF VALUE"
"B992520","ALLOCATION OF PRICE ASKED"
"B992521","ALLOCATION OF MORTGAGE STATUS"
"B992522","ALLOCATION OF MORTGAGE STATUS AND SELECTED MONTHLY OWNER COSTS"
"B992523","ALLOCATION OF SELECTED MONTHLY OWNER COSTS FOR OWNER-OCCUPIED HOUSING UNITS"
"B992701","ALLOCATION OF HEALTH INSURANCE COVERAGE"
"B992702","ALLOCATION OF PRIVATE HEALTH INSURANCE"
"B992703","ALLOCATION OF PUBLIC HEALTH INSURANCE"
"B992704","ALLOCATION OF EMPLOYER-BASED HEALTH INSURANCE"
"B992705","ALLOCATION OF DIRECT-PURCHASE HEALTH INSURANCE"
"B992706","ALLOCATION OF MEDICARE COVERAGE"
"B992707","ALLOCATION OF MEDICAID/MEANS-TESTED PUBLIC COVERAGE"
"B992708","ALLOCATION OF TRICARE/MILITARY HEALTH COVERAGE"
"B992709","ALLOCATION OF VA HEALTH CARE"
"B99281","ALLOCATION OF HOUSEHOLD INTERNET ACCESS"
"B99282","ALLOCATION OF HOUSEHOLD COMPUTER TYPE"
"B99283","ALLOCATION OF HOUSEHOLD INTERNET SUBSCRIPTION TYPE"
