"tableID","variableID","stub"
"B17017","B17017_023","Householder 25 to 44 years"
"B17017","B17017_024","Householder 45 to 64 years"
"B17017","B17017_025","Householder 65 years and over"
"B17017","B17017_026","Female householder:"
"B17017","B17017_027","Householder under 25 years"
"B17017","B17017_028","Householder 25 to 44 years"
"B17017","B17017_029","Householder 45 to 64 years"
"B17017","B17017_030","Householder 65 years and over"
"B17017","B17017_031","Income in the past 12 months at or above poverty level:"
"B17017","B17017_032","Family households:"
"B17017","B17017_033","Married-couple family:"
"B17017","B17017_034","Householder under 25 years"
"B17017","B17017_035","Householder 25 to 44 years"
"B17017","B17017_036","Householder 45 to 64 years"
"B17017","B17017_037","Householder 65 years and over"
"B17017","B17017_038","Other family:"
"B17017","B17017_039","Male householder, no wife present:"
"B17017","B17017_040","Householder under 25 years"
"B17017","B17017_041","Householder 25 to 44 years"
"B17017","B17017_042","Householder 45 to 64 years"
"B17017","B17017_043","Householder 65 years and over"
"B17017","B17017_044","Female householder, no husband present:"
"B17017","B17017_045","Householder under 25 years"
"B17017","B17017_046","Householder 25 to 44 years"
"B17017","B17017_047","Householder 45 to 64 years"
"B17017","B17017_048","Householder 65 years and over"
"B17017","B17017_049","Nonfamily households:"
"B17017","B17017_050","Male householder:"
"B17017","B17017_051","Householder under 25 years"
"B17017","B17017_052","Householder 25 to 44 years"
"B17017","B17017_053","Householder 45 to 64 years"
"B17017","B17017_054","Householder 65 years and over"
"B17017","B17017_055","Female householder:"
"B17017","B17017_056","Householder under 25 years"
"B17017","B17017_057","Householder 25 to 44 years"
"B17017","B17017_058","Householder 45 to 64 years"
"B17017","B17017_059","Householder 65 years and over"
"C17017","C17017_001","Total:"
"C17017","C17017_002","Income in the past 12 months below poverty level:"
"C17017","C17017_003","Family households:"
"C17017","C17017_004","Married-couple family"
"C17017","C17017_005","Other family:"
"C17017","C17017_006","Male householder, no wife present"
"C17017","C17017_007","Female householder, no husband present"
"C17017","C17017_008","Nonfamily households:"
"C17017","C17017_009","Male householder"
"C17017","C17017_010","Female householder"
"C17017","C17017_011","Income in the past 12 months at or above poverty level:"
"C17017","C17017_012","Family households:"
"C17017","C17017_013","Married-couple family"
"C17017","C17017_014","Other family:"
"C17017","C17017_015","Male householder, no wife present"
"C17017","C17017_016","Female householder, no husband present"
"C17017","C17017_017","Nonfamily households:"
"C17017","C17017_018","Male householder"
"C17017","C17017_019","Female householder"
"B17018","B17018_001","Total:"
"B17018","B17018_002","Income in the past 12 months below poverty level:"
"B17018","B17018_003","Married-couple family:"
"B17018","B17018_004","Less than high school graduate "
"B17018","B17018_005","High school graduate (includes equivalency)"
"B17018","B17018_006","Some college, associate's degree"
"B17018","B17018_007","Bachelor's degree or higher "
"B17018","B17018_008","Other families:"
"B17018","B17018_009","Male householder, no wife present:"
"B17018","B17018_010","Less than high school graduate "
"B17018","B17018_011","High school graduate (includes equivalency)"
"B17018","B17018_012","Some college, associate's degree"
"B17018","B17018_013","Bachelor's degree or higher "
"B17018","B17018_014","Female householder, no husband present:"
"B17018","B17018_015","Less than high school graduate "
"B17018","B17018_016","High school graduate (includes equivalency)"
"B17018","B17018_017","Some college, associate's degree"
"B17018","B17018_018","Bachelor's degree or higher "
"B17018","B17018_019","Income in the past 12 months at or above poverty level:"
"B17018","B17018_020","Married-couple family:"
"B17018","B17018_021","Less than high school graduate "
"B17018","B17018_022","High school graduate (includes equivalency)"
"B17018","B17018_023","Some college, associate's degree"
"B17018","B17018_024","Bachelor's degree or higher "
"B17018","B17018_025","Other families:"
"B17018","B17018_026","Male householder, no wife present:"
"B17018","B17018_027","Less than high school graduate "
"B17018","B17018_028","High school graduate (includes equivalency)"
"B17018","B17018_029","Some college, associate's degree"
"B17018","B17018_030","Bachelor's degree or higher "
"B17018","B17018_031","Female householder, no husband present:"
"B17018","B17018_032","Less than high school graduate "
"B17018","B17018_033","High school graduate (includes equivalency)"
"B17018","B17018_034","Some college, associate's degree"
"B17018","B17018_035","Bachelor's degree or higher "
"C17018","C17018_001","Total:"
"C17018","C17018_002","Income in the past 12 months below poverty level:"
"C17018","C17018_003","Less than high school graduate "
"C17018","C17018_004","High school graduate (includes equivalency)"
"C17018","C17018_005","Some college, associate's degree "
"C17018","C17018_006","Bachelor's degree or higher "
"C17018","C17018_007","Income in the past 12 months at or above poverty level:"
"C17018","C17018_008","Less than high school graduate "
"C17018","C17018_009","High school graduate (includes equivalency)"
"C17018","C17018_010","Some college, associate's degree "
"C17018","C17018_011","Bachelor's degree or higher "
"B17019","B17019_001","Total:"
"B17019","B17019_002","Income in the past 12 months below poverty level:"
"B17019","B17019_003","Married-couple family:"
"B17019","B17019_004","Owner occupied "
"B17019","B17019_005","Renter occupied "
"B17019","B17019_006","Other families:"
"B17019","B17019_007","Male householder, no wife present:"
"B17019","B17019_008","Owner occupied "
"B17019","B17019_009","Renter occupied "
"B17019","B17019_010","Female householder, no husband present:"
"B17019","B17019_011","Owner occupied "
"B17019","B17019_012","Renter occupied "
"B17019","B17019_013","Income in the past 12 months at or above poverty level:"
"B17019","B17019_014","Married-couple family:"
"B17019","B17019_015","Owner occupied "
"B17019","B17019_016","Renter occupied "
"B17019","B17019_017","Other families:"
"B17019","B17019_018","Male householder, no wife present:"
"B17019","B17019_019","Owner occupied "
"B17019","B17019_020","Renter occupied "
"B17019","B17019_021","Female householder, no husband present:"
"B17019","B17019_022","Owner occupied "
"B17019","B17019_023","Renter occupied "
"C17019","C17019_001","Total:"
"C17019","C17019_002","Income in the past 12 months below poverty level:"
"C17019","C17019_003","Owner occupied "
"C17019","C17019_004","Renter occupied "
"C17019","C17019_005","Income in the past 12 months at or above poverty level:"
"C17019","C17019_006","Owner occupied "
"C17019","C17019_007","Renter occupied "
"B17020","B17020_001","Total:"
"B17020","B17020_002","Income in the past 12 months below poverty level:"
"B17020","B17020_003","Under 6 years"
"B17020","B17020_004","6 to 11 years"
"B17020","B17020_005","12 to 17 years"
"B17020","B17020_006","18 to 59 years"
"B17020","B17020_007","60 to 74 years"
"B17020","B17020_008","75 to 84 years"
"B17020","B17020_009","85 years and over"
"B17020","B17020_010","Income in the past 12 months at or above poverty level:"
"B17020","B17020_011","Under 6 years"
"B17020","B17020_012","6 to 11 years"
"B17020","B17020_013","12 to 17 years"
"B17020","B17020_014","18 to 59 years"
"B17020","B17020_015","60 to 74 years"
"B17020","B17020_016","75 to 84 years"
"B17020","B17020_017","85 years and over"
"B17020A","B17020A_001","Total:"
"B17020A","B17020A_002","Income in the past 12 months below poverty level:"
"B17020A","B17020A_003","Under 6 years"
"B17020A","B17020A_004","6 to 11 years"
"B17020A","B17020A_005","12 to 17 years"
"B17020A","B17020A_006","18 to 59 years"
"B17020A","B17020A_007","60 to 74 years"
"B17020A","B17020A_008","75 to 84 years"
"B17020A","B17020A_009","85 years and over"
"B17020A","B17020A_010","Income in the past 12 months at or above poverty level:"
"B17020A","B17020A_011","Under 6 years"
"B17020A","B17020A_012","6 to 11 years"
"B17020A","B17020A_013","12 to 17 years"
"B17020A","B17020A_014","18 to 59 years"
"B17020A","B17020A_015","60 to 74 years"
"B17020A","B17020A_016","75 to 84 years"
"B17020A","B17020A_017","85 years and over"
"B17020B","B17020B_001","Total:"
"B17020B","B17020B_002","Income in the past 12 months below poverty level:"
"B17020B","B17020B_003","Under 6 years"
"B17020B","B17020B_004","6 to 11 years"
"B17020B","B17020B_005","12 to 17 years"
"B17020B","B17020B_006","18 to 59 years"
"B17020B","B17020B_007","60 to 74 years"
"B17020B","B17020B_008","75 to 84 years"
"B17020B","B17020B_009","85 years and over"
"B17020B","B17020B_010","Income in the past 12 months at or above poverty level:"
"B17020B","B17020B_011","Under 6 years"
"B17020B","B17020B_012","6 to 11 years"
"B17020B","B17020B_013","12 to 17 years"
"B17020B","B17020B_014","18 to 59 years"
"B17020B","B17020B_015","60 to 74 years"
"B17020B","B17020B_016","75 to 84 years"
"B17020B","B17020B_017","85 years and over"
"B17020C","B17020C_001","Total:"
"B17020C","B17020C_002","Income in the past 12 months below poverty level:"
"B17020C","B17020C_003","Under 6 years"
"B17020C","B17020C_004","6 to 11 years"
"B17020C","B17020C_005","12 to 17 years"
"B17020C","B17020C_006","18 to 59 years"
"B17020C","B17020C_007","60 to 74 years"
"B17020C","B17020C_008","75 to 84 years"
"B17020C","B17020C_009","85 years and over"
"B17020C","B17020C_010","Income in the past 12 months at or above poverty level:"
"B17020C","B17020C_011","Under 6 years"
"B17020C","B17020C_012","6 to 11 years"
"B17020C","B17020C_013","12 to 17 years"
"B17020C","B17020C_014","18 to 59 years"
"B17020C","B17020C_015","60 to 74 years"
"B17020C","B17020C_016","75 to 84 years"
"B17020C","B17020C_017","85 years and over"
"B17020D","B17020D_001","Total:"
"B17020D","B17020D_002","Income in the past 12 months below poverty level:"
"B17020D","B17020D_003","Under 6 years"
"B17020D","B17020D_004","6 to 11 years"
"B17020D","B17020D_005","12 to 17 years"
"B17020D","B17020D_006","18 to 59 years"
"B17020D","B17020D_007","60 to 74 years"
"B17020D","B17020D_008","75 to 84 years"
"B17020D","B17020D_009","85 years and over"
"B17020D","B17020D_010","Income in the past 12 months at or above poverty level:"
"B17020D","B17020D_011","Under 6 years"
"B17020D","B17020D_012","6 to 11 years"
